web-scraper-order,web-scraper-start-url,get_more_details,get_more_details-href,pages,name,dates,updated,address,city,state,zip,image-src,fulladdress,attendance,exibitors,promotor,showrating
"1672474392-531","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/8685/Canby-Oregon/Craft-Shows/Spring-in-the-Country-Bazaar","https://festivalnet.com/fairs-festivals/Oregon?page=2","Spring in the Country Bazaar","April 3 -  8, 2023","Updated 9/7/2022","Clackamas County Fairgrounds","Canby","OR","97013","/festival-community/image.php?mode=fno_event_image&band_id=4046&fno_event_id=8685&width=480&height=crop&theme=Sage","694 NE 4th Avenue, Canby, OR 97013","150
					
Juried: yes
					
Prize Money: na","Art & Craft: 03/01/2023
					
Music: na
					
Food: na","Country Bazaar","null"
"1672474397-532","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/37549/Corvallis-Oregon/Farmers-Markets/Corvallis-Indoor-Winter-Market","https://festivalnet.com/fairs-festivals/Oregon?page=2","Corvallis Indoor Winter Market","January 14 - April 8, 2023","Updated 12/3/2022","Guerber Hall @ Benton County Fairground","Corvallis","OR","97333","/festival-community/image.php?mode=fno_event_image&band_id=81988&fno_event_id=37549&width=480&height=crop&theme=Sage","110 SW 53rd Street, Corvallis, OR 97333","30
					
Juried: no
					
Prize Money: na","Art & Craft: 11/24/2022
					
Music: na
					
Food: 11/24/2022","Corvallis Indoor Winter Market","null"
"1672474400-533","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/51537/Eugene-Oregon/Gem-Jewelry-Bead-Shows/Gem-Faire-Eugene","https://festivalnet.com/fairs-festivals/Oregon?page=2","Gem Faire / Eugene","March 31 - April 2, 2023","Updated 11/7/2022","Lane County Events Center","Eugene","OR","97402","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=GemJewelryBeadShow%2Frock%2Cgem%2Cmineral2.jpg","796 W. 13th Avenue, Eugene, OR 97402","80
					
Juried: no
					
Prize Money: na","Art & Craft: 12/16/2022
					
Music: na
					
Food: na","Gem Faire, Inc.","null"
"1672474403-534","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/9780/Roseburg-Oregon/Craft-Shows/Roseburg-Spring-Craft-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=2","Roseburg Spring Craft Fair","March 2023","Updated 2/2/2022","Douglas County Fairgrounds","Roseburg","OR","97471","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtsCraftsShow%2Fcraft5.jpg","2110 Frear Street, Roseburg, OR 97471","6,000
					
# Food Booths: na","140
					
Juried: yes
					
Prize Money: na","Inner Space Family","null"
"1672474406-535","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/1776/Yachats-Oregon/Craft-Shows/Yachats-Original-Arts-Crafts-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=2","Yachats Original Arts & Crafts Fair","March 25 -  26, 2023","Updated 5/17/2022","Yachats Commons","Yachats","OR","97498","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtsCraftsShow%2Fart3.jpg","441 Us‑101 N., Yachats, OR 97498","75‑80
					
Juried: yes
					
Prize Money: na","Art & Craft: 02/03/2023
					
Music: na
					
Food: na","Yachats Chamber of Commerce","null"
"1672474409-536","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/88318/Josephine-County-Oregon/Trade-Shows/Josephine-County-Home-Show","https://festivalnet.com/fairs-festivals/Oregon?page=2","Josephine County Home Show","March 24 -  26, 2023","Updated 8/3/2022","Josephine County Fairgrounds","Josephine County","OR","97527","/festival-community/image.php?mode=fno_event_image&band_id=22578&fno_event_id=88318&width=480&height=crop&theme=Sage","1451 Fairgrounds Road, Josephine County, OR 97527","3,000
					
# Food Booths: na","150
					
Juried: no
					
Prize Money: na","Builders Association Southern Oregon","null"
"1672474411-537","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/3410/Hillsboro-Oregon/Gem-Jewelry-Bead-Shows/Gem-Faire-Hillsboro","https://festivalnet.com/fairs-festivals/Oregon?page=2","Gem Faire / Hillsboro","March 24 -  26, 2023","Updated 11/7/2022","Westside Commons","Hillsboro","OR","97124","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=GemJewelryBeadShow%2Frock%2Cgem%2Cmineral4.jpg","801 NE 34th Avenue, Hillsboro, OR 97124","70
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","Gem Faire, Inc.","null"
"1672474414-538","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23352/Salem-Oregon/Home-and-Garden-Shows/Mid-Valley-Yard,-Garden-and-Home-Show","https://festivalnet.com/fairs-festivals/Oregon?page=2","Mid Valley Yard, Garden and Home Show","March 24 -  26, 2023","Updated 11/22/2022","Oregon State Fairgrounds","Salem","OR","97301","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=HomeGarden%2Fdefault9.jpg","2330 17th Street NE, Salem, OR 97301","260
					
Juried: no
					
Prize Money: na","Art & Craft: 03/01/2023
					
Music: na
					
Food: na","Home Builders Association of Marion & Polk Counties","null"
"1672474417-539","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/80380/Portland-Oregon/Craft-Shows/Paganfaire","https://festivalnet.com/fairs-festivals/Oregon?page=2","Paganfaire","March 2023","Updated 7/9/2019","Oaks Park Dance Pavilion","Portland","OR","97202","/festival-community/image.php?mode=fno_event_image&band_id=494168&fno_event_id=80380&width=480&height=crop&theme=Sage","7805 SE Oaks Park Way, Portland, OR 97202","reduced rate for people wearing costumes‑spring equinox ritual","500
					
# Food Booths: na","Sisterspirit","null"
"1672474420-540","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/5976/Tillamook-Oregon/Marketplace-Expos/Spring-Bazaar","https://festivalnet.com/fairs-festivals/Oregon?page=2","Spring Bazaar","March 2023","Updated 3/2/2022","Tillamook County Fairgrounds","Tillamook","OR","97141","/festival-community/image.php?mode=fno_event_image&band_id=8415&fno_event_id=5976&width=480&height=crop&theme=Sage","4603 E. Third Street, Tillamook, OR 97141","40
					
Juried: yes
					
Prize Money: na","Art & Craft: 03/01/2022
					
Music: na
					
Food: 03/01/2022","Tillamook County Fair","null"
"1672474425-541","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/28886/Klamath-Falls-Oregon/Home-and-Garden-Shows/Klamath-Basin-Home-Garden-Show","","Klamath Basin Home & Garden Show","March 10 -  12, 2023","Updated 12/14/2022","Klamath County Fairgrounds","Klamath Falls","OR","97603","/festival-community/image.php?mode=fno_event_image&band_id=62327&fno_event_id=28886&width=480&height=crop&theme=Sage","3315 S. 6th Street, Klamath Falls, OR 97603","4,000
					
# Food Booths: 3","90+
					
Juried: no
					
Prize Money: na","Klamath Basin Home Builders Association","null"
"1672474428-542","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/71885/Eugene-Oregon/Home-and-Garden-Shows/Lane-County-Home-Garden-Show","","Lane County Home & Garden Show","March 10 -  12, 2023","Updated 10/27/2022","Lane Events Center","Eugene","OR","97402","/festival-community/image.php?mode=fno_event_image&band_id=23351&fno_event_id=71885&width=480&height=crop&theme=Sage","796 W. 13th Avenue, Eugene, OR 97402","8,000
					
# Food Booths: na","325
					
Juried: yes
					
Prize Money: na","Berg Productions, Inc.","null"
"1672474431-543","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/22405/North-Bend-Oregon/Music-Festivals/Clambake-Music-Festival","","Clambake Music Festival","March 10 -  12, 2023","Updated 1/18/2022","Coos Bay/North Bend","North Bend","OR","97459","/festival-community/image.php?mode=fno_event_image&band_id=22405&fno_event_id=22405&width=480&height=crop&theme=Sage","3201 Tremont Avenue, North Bend, OR 97459","dance floors at all venues","2,000
					
# Food Booths: na","Southcoast Dixieland Clambake, Inc.","null"
"1672474434-544","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23597/Redmond-Oregon/Trade-Shows/Central-Oregon-Sportsmens-Show","","Central Oregon Sportsmen's Show","March 9 -  12, 2023","Updated 10/17/2022","Deschutes County Fair and Expo Center","Redmond","OR","97756","/festival-community/image.php?mode=fno_event_image&band_id=13883&fno_event_id=23597&width=480&height=crop&theme=Sage","3800 SW Airport Way, Redmond, OR 97756","tba
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","O'Loughlin Trade Shows","null"
"1672474437-545","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/28122/Florence-Oregon/Home-and-Garden-Shows/Florence-Home-and-Garden-Show","","Florence Home and Garden Show","March 2023","Updated 2/22/2022","Florence Events Center","Florence","OR","97439","/festival-community/image.php?mode=fno_event_image&band_id=82075&fno_event_id=28122&width=480&height=crop&theme=Sage","715 Quince Street, Florence, OR 97439","4,500
					
# Food Booths: local","45
					
Juried: no
					
Prize Money: na","Coast Radio","null"
"1672474440-546","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30585/Roseburg-Oregon/Home-and-Garden-Shows/Umpqua-Valley-Home-Garden-Show","","Umpqua Valley Home & Garden Show","March 3 -  5, 2023","Updated 12/12/2022","Douglas County Fairgrounds","Roseburg","OR","97471","/festival-community/image.php?mode=fno_event_image&band_id=57699&fno_event_id=30585&width=480&height=crop&theme=Sage","2110 Frear Street, Roseburg, OR 97471","presentations happening all through out the show","6,000
					
# Food Booths: 4","Umpqua Valley Home Builders Association","null"
"1672474443-547","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/71927/Astoria-Oregon/Wine-Beer-Events/Sip,-Savor-Unwined","","Sip, Savor & Unwined","March 4, 2023","Updated 2/11/2022","The Liberty Theater","Astoria","OR","97103","/festival-community/image.php?mode=band_image&band_id=12299&width=480&height=crop&theme=Sage","1203 Commercial Street, Astoria, OR 97103","500
					
# Food Booths: na","na
					
Juried: no
					
Prize Money: na","Astoria‑Warrenton Area Chamber of Commerce","null"
"1672474446-548","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/37565/Portland-Oregon/Wine-Beer-Events/Portland-Seafood-and-Wine-Festival","","Portland Seafood and Wine Festival","March 3 -  4, 2023","Updated 12/3/2022","Portland Expo Center","Portland","OR","97217","/festival-community/image.php?mode=fno_event_image&band_id=23594&fno_event_id=37565&width=480&height=crop&theme=Sage","2060 N. Marine Drive, Portland, OR 97217","kids' events,  wine/beer tasting","15,000
					
# Food Booths: 10","Metropolitan Productions","null"
"1672474448-549","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/33798/Seaside-Oregon/Trade-Show-Conferences/Conference-For-the-Festivals-Events-Industry","","Conference For the Festivals & Events Industry","March 2 -  4, 2023","Updated 12/6/2022","Seaside Convention Center","Seaside","OR","97138","/festival-community/image.php?mode=fno_event_image&band_id=66818&fno_event_id=33798&width=480&height=crop&theme=Sage","415 1st Avenue, Seaside, OR 97138","undisclosed
					
# Food Booths: na","45
					
Juried: no
					
Prize Money: na","Oregon Festivals & Events Conference","null"
"1672474451-550","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/12151/Newport-Oregon/Festivals/Newport-Seafood-Wine-Festival","","Newport Seafood & Wine Festival","February 2023","Updated 1/12/2022","South Beach Marina Facility","Newport","OR","97365","/festival-community/image.php?mode=fno_event_image&band_id=18871&fno_event_id=12151&width=480&height=crop&theme=Sage","2320 Osu Drive, Newport, OR 97365","commercial & amateur wine competitions","26,000
					
# Food Booths: 35","Greater Newport Chamber of Commerce","null"
"1672474454-551","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/92552/Central-Point-Oregon/Boat-Auto-Camping-Shows/Sportsmens-Outdoor-Recreation-Show","","Sportsmen's & Outdoor Recreation Show","February 24 -  26, 2023","Updated 6/14/2022","Jackson County Expo","Central Point","OR","97502","/festival-community/image.php?mode=band_image&band_id=611630&width=480&height=crop&theme=Sage","1 Peninger Road, Central Point, OR 97502","climbing wall,  pepsi fishing pond,  speakers & demos on hunting & fishing","11,000
					
# Food Booths: na","ExpoSure Shows","null"
"1672474457-552","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/7186/Portland-Oregon/Home-and-Garden-Shows/Portland-Spring-Home-Garden-Show","","Portland Spring Home & Garden Show","February 23 -  26, 2023","Updated 12/5/2022","Portland Expo Center","Portland","OR","97217","/festival-community/image.php?mode=fno_event_image&band_id=510977&fno_event_id=7186&width=480&height=crop&theme=Sage","2060 N. Marine Drive, Portland, OR 97217","21,000
					
# Food Booths: na","600
					
Juried: no
					
Prize Money: na","Home Builders Association of Metro Portland","null"
"1672474460-553","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/28422/Portland-Oregon/Jazz-Music-Festivals/Biamp-PDX-Jazz-Festival","","Biamp PDX Jazz Festival","February 16 -  25, 2023","Updated 12/5/2022","Various Venues","Portland","OR","97213","/festival-community/image.php?mode=fno_event_image&band_id=58229&fno_event_id=28422&width=480&height=crop&theme=Sage","5212 NE Sacramento Street, Portland, OR 97213","educational workshops,  jazz conversations,  jam sessions,  student art","20,000
					
# Food Booths: na","PDX Jazz","null"
"1672474463-554","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23596/Portland-Oregon/Boat-Auto-Camping-Shows/Pacific-Northwest-Sportsmens-Show","","Pacific Northwest Sportsmen's Show","February 15 -  19, 2023","Updated 10/17/2022","Portland Expo Center","Portland","OR","97217","/festival-community/image.php?mode=fno_event_image&band_id=13883&fno_event_id=23596&width=480&height=crop&theme=Sage","2060 N. Marine Drive, Portland, OR 97217","tba
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","O'Loughlin Trade Shows","null"
"1672474465-555","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/16327/Roseburg-Oregon/Boat-Auto-Camping-Shows/Sportsmens-Outdoor-Recreation-Show","","Sportsmen's & Outdoor Recreation Show","February 10 -  12, 2023","Updated 6/14/2022","Douglas County Fairgrounds Complex","Roseburg","OR","97471","/festival-community/image.php?mode=fno_event_image&band_id=611630&fno_event_id=16327&width=480&height=crop&theme=Sage","2110 SW Frear Street, Roseburg, OR 97471","outdoor‑recreation attractions,  fish tank,  trout pond,  trophy displays,  etc.","8,000
					
# Food Booths: na","ExpoSure Shows","null"
"1672474468-556","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/92551/Eugene-Oregon/Boat-Auto-Camping-Shows/Eugene-Boat-Sportsmens-Show","","Eugene Boat & Sportsmen's Show","February 3 -  5, 2023","Updated 6/14/2022","Lane Events Center","Eugene","OR","97402","/festival-community/image.php?mode=band_image&band_id=611630&width=480&height=crop&theme=Sage","796 W. 13th Avenue, Eugene, OR 97402","outdoor recreation related attractions,  fish tank,  live trout pond,  trophy displays etc.","10,000
					
# Food Booths: na","ExpoSure Shows","null"
"1672474471-557","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/89523/Central-Point-Oregon/Food-Festivals/Bones-and-Barrels","","Bones and Barrels","February 3 -  4, 2023","Updated 11/29/2022","Jackson County Expo","Central Point","OR","97502","/festival-community/image.php?mode=fno_event_image&band_id=8510&fno_event_id=89523&width=480&height=crop&theme=Sage","1 Peninger Road, Central Point, OR 97502","1,000
					
# Food Booths: 18","na
					
Juried: no
					
Prize Money: na","Jackson County Fairgrounds","null"
